CGI_ID,SPID,evalue,Description,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10026389,P08953,1E-19,Protein toll,CGI_10026389,561.737599027014,2.14992895305826,0.379146226706468,5.67044797394941,1.42424616108004E-08,1.02901135765834E-06
CGI_10026395,Q6DFV3,5E-94,Rho GTPase-activating protein 21,,,,,,,
CGI_10026398,Q08DE2,2E-45,Transmembrane protein 185B,,,,,,,
CGI_10026400,Q5ZK47,8E-36,STE20-related kinase adapter protein alpha,CGI_10026400,126.180675761934,-0.977936886000951,0.313723804994924,-3.11719056836243,0.00182583505620226,0.0148324931715203
CGI_10026403,Q91560,5E-72,RNA exonuclease 4,CGI_10026403,25.4369731059574,-1.52776514944501,0.422613421193313,-3.61504172094471,0.00030029925653815,0.00384495309773145
CGI_10026404,Q0P4F7,6E-46,"Acyl-CoA synthetase family member 2, mitochondrial",,,,,,,
CGI_10026408,Q6DEW6,3E-34,RNA exonuclease 4,,,,,,,
CGI_10026409,Q8VCW8,5E-08,"Acyl-CoA synthetase family member 2, mitochondrial",,,,,,,
CGI_10026410,Q0P4F7,3E-27,"Acyl-CoA synthetase family member 2, mitochondrial",,,,,,,
CGI_10026411,Q9J5H4,1E-06,G-protein coupled receptor homolog FPV027,,,,,,,
CGI_10026412,Q02543,5E-89,60S ribosomal protein L18a,,,,,,,
CGI_10026413,Q9DC53,0,Copine-8,CGI_10026413,132.655082977683,1.30747729577497,0.3996852893832,3.27126699557216,0.0010706677568721,0.00994755957243696
CGI_10026422,Q5THJ4,3E-165,Vacuolar protein sorting-associated protein 13D,,,,,,,
CGI_10026423,P06144,7E-22,Late histone H1,,,,,,,
CGI_10026424,P46935,0,E3 ubiquitin-protein ligase NEDD4,CGI_10026424,572.052454571064,3.29628273533178,0.2728181036445,12.0823460441139,1.30929888092463E-33,8.37078417871144E-30
CGI_10026425,Q86YP4,6E-56,Transcriptional repressor p66-alpha,CGI_10026425,641.285549716168,1.7234948913006,0.307729893310971,5.60067425610469,2.13519643347483E-08,1.44924779707767E-06
CGI_10026426,B1H1Z8,3E-172,MAU2 chromatid cohesion factor homolog,,,,,,,
CGI_10026427,Q4R7M4,1E-30,.,,,,,,,
CGI_10026428,O00273,2E-17,DNA fragmentation factor subunit alpha,,,,,,,
CGI_10026429,Q9Y2J0,5E-180,Rabphilin-3A,,,,,,,
CGI_10026430,O05389,4E-48,Uncharacterized oxidoreductase yrbE,,,,,,,
CGI_10026434,O68965,1E-45,Inositol 2-dehydrogenase,,,,,,,
CGI_10026438,P47239,8E-111,Paired box protein Pax-7,,,,,,,
CGI_10026441,Q96AX9,2E-100,E3 ubiquitin-protein ligase MIB2,CGI_10026441,1202.99920173889,2.30806221347814,0.248012539132399,9.30623194114395,1.3244787021736E-20,1.20969054798522E-17
CGI_10026442,Q5UAW9,6E-15,Probable G-protein coupled receptor 157,,,,,,,
CGI_10026443,O15050,1E-104,TPR and ankyrin repeat-containing protein 1,,,,,,,
CGI_10026445,P33981,5E-16,Dual specificity protein kinase TTK,,,,,,,
CGI_10026446,Q9CXP4,1E-92,Rho GTPase-activating protein 8,,,,,,,
CGI_10026447,Q6QDP7,9E-43,Cyclic AMP-responsive element-binding protein 3-like protein 2,,,,,,,
CGI_10026448,Q63164,0,"Dynein heavy chain 1, axonemal",,,,,,,
CGI_10026449,O34355,3E-38,Putative amidohydrolase ytcJ,,,,,,,
CGI_10026450,Q8N8K9,9E-14,.,,,,,,,
CGI_10026451,Q9NUV9,6E-38,GTPase IMAP family member 4,,,,,,,
CGI_10026454,Q9XWB9,2E-07,BTB and MATH domain-containing protein 36,,,,,,,
CGI_10026455,Q9H4Q3,3E-48,PR domain zinc finger protein 13,,,,,,,
CGI_10026456,A8E4N3,5E-102,.,,,,,,,
CGI_10026457,P36633,4E-69,Amiloride-sensitive amine oxidase [copper-containing],,,,,,,
CGI_10026458,Q3B8D7,2E-20,.,,,,,,,
CGI_10026459,P69478,1E-32,Carbohydrate sulfotransferase 11,,,,,,,
CGI_10026462,Q3MIS6,9E-28,Zinc finger protein 528,CGI_10026462,44.993771639589,-1.39332468271322,0.349628062847354,-3.98516260784689,6.74339307877112E-05,0.00118658971789752
CGI_10026463,C8YR32,2E-22,Lipoxygenase homology domain-containing protein 1,,,,,,,
CGI_10026464,Q7TN88,2E-18,Polycystic kidney disease protein 1-like 2,,,,,,,
CGI_10026465,Q2EG98,2E-17,Polycystic kidney disease protein 1-like 3,,,,,,,
CGI_10026466,Q07E49,7E-10,Caveolin-1,,,,,,,
CGI_10026468,P47959,1E-104,Hypoxanthine-guanine phosphoribosyltransferase,,,,,,,
CGI_10026470,Q9CZC8,5E-74,Secernin-1,,,,,,,
CGI_10026476,Q24547,2E-31,Syntaxin-1A,,,,,,,
CGI_10026477,Q9I927,5E-19,Fucolectin-5,,,,,,,
CGI_10026478,P0C6T1,8E-36,Chromosome transmission fidelity protein 8 homolog,,,,,,,
CGI_10026479,O62703,0,Beta-catenin-like protein 1,,,,,,,
CGI_10026480,Q86VM9,2E-28,Zinc finger CCCH domain-containing protein 18,,,,,,,
CGI_10026481,Q8N556,6E-15,Actin filament-associated protein 1,,,,,,,
CGI_10026482,Q8CJF7,4E-54,Protein ELYS,,,,,,,
CGI_10026483,Q8WYP5,4E-61,Protein ELYS,,,,,,,
CGI_10026485,Q96CS7,5E-06,Pleckstrin homology domain-containing family B member 2,CGI_10026485,56.5192301999811,-1.02935687661068,0.338872124455333,-3.03759678747597,0.00238472808558419,0.0180683382136722
CGI_10026486,Q2TBV5,3E-177,General transcription factor IIH subunit 2,,,,,,,
CGI_10026487,Q9JLI3,3E-13,Membrane metallo-endopeptidase-like 1,,,,,,,
CGI_10026488,Q9JLI3,1E-116,Membrane metallo-endopeptidase-like 1,,,,,,,
CGI_10026489,P07439,3E-13,Lectin BRA-3,,,,,,,
CGI_10026490,P53470,2E-105,Actin-1,,,,,,,
CGI_10026491,P35432,8E-83,Actin-1,,,,,,,
CGI_10026493,Q689D1,4E-16,Toll-like receptor 2,,,,,,,
CGI_10026494,P30681,3E-10,High mobility group protein B2,,,,,,,
CGI_10026495,Q8TF01,7E-25,Arginine/serine-rich protein PNISR,CGI_10026495,1258.33612125913,-0.884884662789222,0.304067559591287,-2.91015807137941,0.00361246001328415,0.0247012417307629
CGI_10026496,Q9NZJ6,2E-74,"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial",,,,,,,
CGI_10026497,Q4V7A9,4E-39,.,,,,,,,
CGI_10026498,Q61733,3E-17,"28S ribosomal protein S31, mitochondrial",,,,,,,
CGI_10026499,Q9WTW1,1E-73,Glutamate receptor-interacting protein 2,,,,,,,
CGI_10026500,O54904,2E-30,"Beta-1,3-galactosyltransferase 1",,,,,,,
CGI_10026501,Q9D5U8,2E-06,Uncharacterized protein C20orf152 homolog,,,,,,,
CGI_10026502,P74148,3E-10,Universal stress protein Sll1388,CGI_10026502,426.044982771784,-1.62344106839312,0.394288646314204,-4.11739238136575,3.8318336407047E-05,0.000757675971430064
CGI_10026503,Q9NUV9,8E-32,GTPase IMAP family member 4,,,,,,,
CGI_10026504,D3YXS5,8E-174,Uncharacterized protein,,,,,,,
CGI_10026505,Q9BXT6,9E-69,Putative helicase Mov10l1,,,,,,,
CGI_10026506,Q9BXT6,0,Putative helicase Mov10l1,,,,,,,
CGI_10026507,Q4KLI9,2E-12,F-box/WD repeat-containing protein 5,,,,,,,
CGI_10026508,Q14667,0,UPF0378 protein KIAA0100,,,,,,,
CGI_10026509,A2VCZ5,0,Mediator of RNA polymerase II transcription subunit 13-like,CGI_10026509,663.654977167953,1.42391320162164,0.330476470586848,4.30866741917542,1.64241126255211E-05,0.000383696078145547
CGI_10026510,O44437,9E-58,Small nuclear ribonucleoprotein Sm D3,CGI_10026510,144.338036084245,-0.841251803823922,0.296688649786076,-2.83547012813094,0.00457582940900465,0.0295304199410192
CGI_10026513,Q5F2F2,2E-62,Abhydrolase domain-containing protein 15,,,,,,,
CGI_10026514,P14332,1E-12,"6-phosphogluconate dehydrogenase, decarboxylating",,,,,,,
CGI_10026515,P52209,0,"6-phosphogluconate dehydrogenase, decarboxylating",,,,,,,
CGI_10026516,Q9H7F0,0,Probable cation-transporting ATPase 13A3,CGI_10026516,95.0253488185083,1.30241529485472,0.414815591462884,3.13974527876746,0.00169094792937337,0.0140887842247529
CGI_10026517,Q8K0U4,6E-13,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10026519,Q7SIC1,5E-13,Fucolectin,,,,,,,
CGI_10026520,O43301,5E-26,Heat shock 70 kDa protein 12A,,,,,,,
CGI_10026521,Q6G8L7,4E-07,Putative universal stress protein SAS1637,,,,,,,
CGI_10026522,Q9ESN6,9E-10,Tripartite motif-containing protein 2,,,,,,,
CGI_10026523,Q6G8L7,7E-11,Putative universal stress protein SAS1637,,,,,,,
CGI_10026524,P59742,1E-11,Neuroglobin-1,,,,,,,
CGI_10026525,Q9VHS7,1E-110,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",,,,,,,
CGI_10026527,P10079,7E-166,Fibropellin-1,CGI_10026527,244.594962755288,-1.60766779912883,0.349768149907245,-4.59638134448539,4.29891598577946E-06,0.000125413656942552
CGI_10026528,Q09470,3E-115,Potassium voltage-gated channel subfamily A member 1,,,,,,,
CGI_10026531,Q54R73,1E-09,.,,,,,,,
CGI_10026533,Q8VDH1,2E-12,F-box only protein 21,,,,,,,
CGI_10026534,Q9WU62,3E-19,Inner centromere protein,,,,,,,
CGI_10026535,Q5REU4,0,Staphylococcal nuclease domain-containing protein 1,,,,,,,
CGI_10026537,Q6ZM28,3E-13,Heme transporter hrg1-B,,,,,,,
CGI_10026538,Q9H330,1E-178,Transmembrane protein C9orf5,,,,,,,
CGI_10026539,O95394,0,Phosphoacetylglucosamine mutase,,,,,,,
CGI_10026542,Q3SZ19,6E-61,26S proteasome non-ATPase regulatory subunit 9,,,,,,,
CGI_10026543,Q6DC77,1E-89,Membrane progestin receptor gamma-B,CGI_10026543,277.269378999503,1.76434654075471,0.409937426351949,4.30394110744097,1.67786282673593E-05,0.000389605436038681
CGI_10026546,P54513,2E-18,Uncharacterized protein yqhO,,,,,,,
CGI_10026547,P54513,3E-06,Uncharacterized protein yqhO,CGI_10026547,34.3359282716325,-2.2787615207034,0.543655610202863,-4.19155339876486,2.7705096025269E-05,0.000583297191838265
CGI_10026549,P35465,5E-146,Serine/threonine-protein kinase PAK 1,,,,,,,
CGI_10026552,Q921C5,8E-164,Protein bicaudal D homolog 2,CGI_10026552,390.367252853597,1.50402512152285,0.352773657288872,4.26342809460759,2.01314302678966E-05,0.000447416955432511
CGI_10026554,O00750,2E-76,Phosphatidylinositol-4-phosphate 3-kinase C2 domain-containing subunit beta,,,,,,,
CGI_10026555,Q98SP7,0,Bardet-Biedl syndrome 2 protein homolog,,,,,,,
CGI_10026556,Q96AE7,4E-153,Tetratricopeptide repeat protein 17,,,,,,,
CGI_10026557,Q9VUL9,4E-98,Glycoprotein 3-alpha-L-fucosyltransferase A,CGI_10026557,401.080807859389,-0.75551388298433,0.239066509177891,-3.16026651153444,0.00157624884925305,0.0133890402695631
CGI_10026558,Q9VUL9,2E-72,Glycoprotein 3-alpha-L-fucosyltransferase A,,,,,,,
CGI_10026560,P86854,1E-12,Perlucin-like protein,,,,,,,
CGI_10026561,A6QP79,5E-09,Collectin-12,,,,,,,
CGI_10026562,Q01622,2E-39,Homeobox protein LOX2,CGI_10026562,187.406658805366,2.23910461730327,0.371481918649788,6.02749287352036,1.66522591143291E-09,1.4855364177341E-07
CGI_10026565,P17278,2E-30,Homeobox protein Hox-D4,CGI_10026565,329.940793191771,0.834437378362997,0.302571526438093,2.75781858321598,0.00581884814992538,0.0351634671925932
CGI_10026566,Q9H0M5,7E-15,Zinc finger protein 700,CGI_10026566,111.109467497227,-1.265714948761,0.289003296198216,-4.37958654939664,1.18904689986489E-05,0.000295031300639179
CGI_10026567,Q9H7F0,0,Probable cation-transporting ATPase 13A3,,,,,,,
CGI_10026568,A7Y2W8,6E-165,Sodium- and chloride-dependent glycine transporter 1,,,,,,,
CGI_10026569,A2AWP0,7E-19,Baculoviral IAP repeat-containing 7 (Livin),,,,,,,
CGI_10026570,O62640,5E-17,Putative inhibitor of apoptosis,,,,,,,
CGI_10026571,Q19AE6,2E-27,Neuronal acetylcholine receptor subunit alpha-4,,,,,,,
CGI_10026572,Q969J3,2E-33,.,,,,,,,
CGI_10026573,Q32L00,5E-103,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,CGI_10026573,203.014652848061,1.05941729634496,0.353623167430193,2.99589335179543,0.00273642119180969,0.0200936288127526
CGI_10026575,A4IF63,3E-08,Tripartite motif-containing protein 2,,,,,,,
CGI_10026576,Q92621,0,Nuclear pore complex protein Nup205,,,,,,,
CGI_10026577,Q9UJA9,3E-104,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,,,,,,,
CGI_10026578,D2GXS7,6E-06,Tripartite motif-containing protein 2,,,,,,,
CGI_10026580,O70583,3E-07,Midline-1,CGI_10026580,90.9864833993259,-0.983472915184586,0.286731223435399,-3.42994705425293,0.000603699035577663,0.00648680532346195
CGI_10026581,Q9ESN6,6E-09,Tripartite motif-containing protein 2,,,,,,,
CGI_10026583,Q5ND28,1E-17,Scavenger receptor class F member 1,,,,,,,
CGI_10026585,Q6NZK5,2E-23,Uncharacterized protein KIAA1328,,,,,,,
CGI_10026587,Q8TDM6,2E-100,Disks large homolog 5,CGI_10026587,540.442757478368,1.13979113742109,0.381335455680062,2.98894613769502,0.00279941476376998,0.0203922427531744
CGI_10026588,Q9QYC7,6E-178,Vitamin K-dependent gamma-carboxylase,,,,,,,
CGI_10026589,Q5HZH2,2E-75,Probable ribosome biogenesis protein C16orf42 homolog,CGI_10026589,88.935949684616,-1.74448760731264,0.379810030448799,-4.59305301982488,4.36808026745624E-06,0.000127090085442638
CGI_10026590,Q96QU8,0,Exportin-6,CGI_10026590,485.97611494505,-0.855859399532444,0.243186268467842,-3.51935742476191,0.000432593478993514,0.00505923349213146
CGI_10026591,A6QPI6,1E-13,Mitochondrial import receptor subunit TOM22 homolog,,,,,,,
CGI_10026593,O54904,2E-38,"Beta-1,3-galactosyltransferase 1",CGI_10026593,103.808746514907,-1.46839497660299,0.559632619747255,-2.62385523071575,0.00869407303991462,0.0472252395654382
CGI_10026594,Q5H7C0,0,Cell division cycle protein 20 homolog,,,,,,,
CGI_10026595,Q5F359,6E-78,Trafficking protein particle complex subunit 5,,,,,,,
CGI_10026596,Q9UKP5,0,A disintegrin and metalloproteinase with thrombospondin motifs 6,,,,,,,
CGI_10026597,Q5H8C1,0,FRAS1-related extracellular matrix protein 1,,,,,,,
CGI_10026598,P41996,2E-09,Chondroitin proteoglycan-2,,,,,,,
CGI_10026599,P86955,1E-172,Putative chitinase,CGI_10026599,1091.35135842727,1.9920022651512,0.459650463362856,4.3337327467865,1.46602131877501E-05,0.000352801617240962
CGI_10026600,P86955,2E-144,Putative chitinase,CGI_10026600,798.932669095838,1.64802401491163,0.512981475363052,3.21263845589215,0.00131521737950873,0.0116624453716955
CGI_10026601,P86955,2E-130,Putative chitinase,CGI_10026601,789.470736625113,1.76292275161302,0.563022258440487,3.13117772021329,0.00174106763905372,0.0143814286464471
CGI_10026602,Q13231,2E-139,Chitotriosidase-1,,,,,,,
CGI_10026603,Q95M17,3E-130,Acidic mammalian chitinase,,,,,,,
CGI_10026604,Q9W5U2,5E-176,Probable chitinase 3,,,,,,,
CGI_10026605,Q91XA9,2E-127,Acidic mammalian chitinase,CGI_10026605,1514.84039699336,1.93909791508888,0.430618395025645,4.50305406710132,6.69838338610196E-06,0.000181461855007677
CGI_10026606,Q9QXV1,2E-18,Chromobox protein homolog 8,CGI_10026606,270.428512194275,-1.36976194515995,0.292369625221714,-4.68503506176884,2.79912011709876E-06,9.03823633770275E-05
CGI_10026607,Q62036,2E-139,5-azacytidine-induced protein 1,,,,,,,
CGI_10026608,Q8K0V4,1E-98,CCR4-NOT transcription complex subunit 3,,,,,,,
CGI_10026609,Q02338,4E-51,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",CGI_10026609,120.355809207055,1.01518338338892,0.359802809408735,2.82149932363557,0.00477997383071356,0.0304281108772274
CGI_10026610,Q9TZM3,6E-106,Leucine-rich repeat serine/threonine-protein kinase 1,,,,,,,
CGI_10026611,P08645,3E-23,Ras-like protein 3,,,,,,,
CGI_10026612,O95057,2E-08,GTP-binding protein Di-Ras1,,,,,,,
CGI_10026617,Q6NVP6,0,U4/U6 small nuclear ribonucleoprotein Prp31,CGI_10026617,548.592040591241,-1.10640398127057,0.303746212277565,-3.64252766470559,0.000269973952648062,0.00354063920669597
CGI_10026618,Q9I9B9,2E-90,Choline transporter-like protein 1,,,,,,,
CGI_10026620,Q8IUF1,3E-62,COBW domain-containing protein 2,,,,,,,
CGI_10026621,Q9I9M5,1E-49,Frizzled-1,,,,,,,
CGI_10026622,O88974,2E-85,Histone-lysine N-methyltransferase SETDB1,,,,,,,
CGI_10026623,Q8JHJ2,0,ATP-dependent RNA helicase DDX55,,,,,,,
CGI_10026625,P50219,3E-21,Motor neuron and pancreas homeobox protein 1,,,,,,,
CGI_10026626,Q7YW31,4E-15,Cephalotocin receptor 1,CGI_10026626,185.264404370868,-1.40468270745298,0.431464154908894,-3.25561855248342,0.00113145648885721,0.0103685310350126
CGI_10026627,Q6GQ70,2E-118,Solute carrier family 35 member B1,,,,,,,
CGI_10026629,Q91677,2E-47,Transcription factor GATA-4,,,,,,,
CGI_10026632,Q0IIF9,2E-53,Cytochrome P450 2U1,,,,,,,
CGI_10026634,Q24400,9E-112,Muscle LIM protein Mlp84B,,,,,,,
CGI_10026635,O89110,1E-26,Caspase-8,,,,,,,
CGI_10026636,O60262,2E-16,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7,,,,,,,
CGI_10026637,Q0P466,4E-114,tRNA wybutosine-synthesizing protein 2 homolog,,,,,,,
CGI_10026639,Q8WZ42,1E-56,Titin,,,,,,,
CGI_10026640,P42739,2E-12,Polyubiquitin,,,,,,,
CGI_10026641,Q23551,0,Twitchin,CGI_10026641,739.368008406184,1.27917986810918,0.464167290708196,2.75585956554046,0.00585381244158454,0.035273196838009
CGI_10026642,Q15746,9E-40,"Myosin light chain kinase, smooth muscle",,,,,,,
CGI_10026643,P42662,3E-07,Astacin-like metalloendopeptidase,CGI_10026643,142.274103503968,-1.05919715353568,0.364268347316282,-2.90773865294426,0.00364052443532746,0.0247870992792264
CGI_10026644,P46530,2E-08,Neurogenic locus notch homolog protein 1,,,,,,,
CGI_10026645,O08837,0,Cell division cycle 5-like protein,CGI_10026645,450.535709515367,-1.3759020329068,0.325904233215466,-4.22179859197209,2.42360626086297E-05,0.00051888612269494
CGI_10026646,Q8N8A2,2E-31,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B,CGI_10026646,43.7859067369673,-1.42780600866425,0.543647452878889,-2.62634543968392,0.00863071789019201,0.0469608990450731
CGI_10026647,Q12955,3E-66,Ankyrin-3,,,,,,,
CGI_10026648,Q54G05,6E-29,.,,,,,,,
CGI_10026649,P46939,0,Utrophin,CGI_10026649,283.884753984837,1.12709199470159,0.360742793375901,3.12436454836436,0.0017818954118076,0.0145805264498591
CGI_10026650,P11532,0,Dystrophin,CGI_10026650,561.749743528455,1.22715577510824,0.313874796249118,3.90969835671119,9.24114454906643E-05,0.00152929380889641
CGI_10026652,Q28165,2E-64,Polyadenylate-binding protein 2,CGI_10026652,191.176343566198,-2.66935864020786,0.417347507205972,-6.39600954628552,1.59490036731835E-10,1.90001174193577E-08
CGI_10026653,Q6ZR52,2E-56,Zinc finger protein 493,CGI_10026653,74.7727656922986,-1.29699555101828,0.377177663213687,-3.43868600268482,0.00058454481414728,0.00629863457041845
CGI_10026654,Q4R7L5,1E-122,ATP-dependent RNA helicase DDX1,,,,,,,
CGI_10026655,Q6DWJ6,2E-09,Probable G-protein coupled receptor 139,,,,,,,
CGI_10026658,A3KPQ7,1E-53,Transmembrane protein 2,,,,,,,
CGI_10026662,P32189,3E-26,Glycerol kinase,,,,,,,
CGI_10026664,Q63060,0,Glycerol kinase,,,,,,,
CGI_10026665,P18756,1E-65,Protein c-ets-1-B,,,,,,,
CGI_10026668,Q5Y5T3,4E-71,Probable palmitoyltransferase ZDHHC23,,,,,,,
CGI_10026669,Q09324,1E-67,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",,,,,,,
CGI_10026671,Q9VWP4,8E-146,"Probable sulfite oxidase, mitochondrial",,,,,,,
CGI_10026672,P30551,1E-15,Cholecystokinin receptor type A,,,,,,,
CGI_10026674,Q98ST7,8E-38,DBH-like monooxygenase protein 1,,,,,,,
CGI_10026675,Q9QXT0,2E-33,Protein canopy homolog 2,,,,,,,
CGI_10026676,Q4VBS4,7E-76,"Methionine aminopeptidase 1D, mitochondrial",,,,,,,
CGI_10026677,Q8CG85,2E-23,MAM domain-containing protein 2,,,,,,,
CGI_10026678,Q6UXC1,4E-30,Apical endosomal glycoprotein,CGI_10026678,58.752260342001,1.48380456801521,0.448682542013872,3.30702541123014,0.000942923379772538,0.0090591493338336
CGI_10026680,Q1L908,8E-106,Protein misato homolog 1,,,,,,,
CGI_10026681,P0CG67,7E-153,Polyubiquitin-B,,,,,,,
CGI_10026682,P80585,5E-22,Tubulin-specific chaperone A,,,,,,,
CGI_10026683,Q9ES45,0,Dual oxidase 2,,,,,,,
CGI_10026685,P21548,8E-06,Gamma-aminobutyric acid receptor subunit gamma-2,,,,,,,
CGI_10026689,Q91987,2E-164,BDNF/NT-3 growth factors receptor,,,,,,,
CGI_10026691,Q09553,7E-09,Growth arrest-specific protein 1 homolog,,,,,,,
CGI_10026692,Q68ED7,5E-19,CREB-regulated transcription coactivator 1,,,,,,,
CGI_10026693,Q6UUV9,3E-34,CREB-regulated transcription coactivator 1,,,,,,,
CGI_10026694,Q8C854,1E-20,Myelin expression factor 2,,,,,,,
CGI_10026695,Q9QXM1,4E-60,Junction-mediating and -regulatory protein,CGI_10026695,890.40620721158,0.971461224526843,0.225228855429908,4.31321831597713,1.60895097144957E-05,0.000379047516559589
CGI_10026696,Q5ZIK9,4E-148,Coatomer subunit epsilon,,,,,,,
CGI_10026697,Q9ESN6,6E-12,Tripartite motif-containing protein 2,,,,,,,
CGI_10026698,P0C6B8,1E-17,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",,,,,,,
CGI_10026699,Q8MQI6,5E-32,Transcription elongation factor 1 homolog,,,,,,,
CGI_10026700,C9JTQ0,1E-11,.,,,,,,,
CGI_10026701,Q6PFY8,2E-11,Tripartite motif-containing protein 45,,,,,,,
CGI_10026703,Q9BLJ6,9E-14,BAG domain-containing protein Samui,CGI_10026703,28896.4064666511,-3.67169378489415,0.540747643855314,-6.79003196151988,1.12108705400664E-11,1.83781621332028E-09
CGI_10026706,O16025,5E-82,Allene oxide synthase-lipoxygenase protein,,,,,,,
CGI_10026707,O16025,5E-100,Allene oxide synthase-lipoxygenase protein,,,,,,,
CGI_10026708,O16025,2E-96,Allene oxide synthase-lipoxygenase protein,,,,,,,
CGI_10026709,Q03350,2E-33,Thrombospondin-2,,,,,,,
CGI_10026710,Q14524,2E-17,Sodium channel protein type 5 subunit alpha,,,,,,,
CGI_10026711,P54366,6E-24,Homeobox protein goosecoid,,,,,,,
CGI_10026712,Q02338,4E-29,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",,,,,,,
CGI_10026713,Q6AYP4,5E-35,.,CGI_10026713,141.654763825824,1.73926239338055,0.537709147013297,3.23457840180194,0.00121822468916581,0.0109800514747181
CGI_10026714,Q9UHC1,2E-78,DNA mismatch repair protein Mlh3,CGI_10026714,88.76530293795,1.7807979524658,0.353406189664195,5.0389551868288,4.68080056203501E-07,2.0336010198601E-05
CGI_10026715,P08911,4E-68,Muscarinic acetylcholine receptor M5,,,,,,,
CGI_10026716,Q4ZJM9,1E-10,Complement C1q-like protein 4,,,,,,,
CGI_10026717,Q9LQV2,7E-29,RNA-dependent RNA polymerase 1,,,,,,,
CGI_10026719,Q9LQV2,7E-37,RNA-dependent RNA polymerase 1,,,,,,,
CGI_10026720,Q5E9E4,3E-69,Translocon-associated protein subunit beta,,,,,,,
CGI_10026721,P15364,3E-20,Protein amalgam,,,,,,,
